,filtered_word,filtered_freq
14386,said,vbd
14387,edward,nnp
14388,elinor,nnp
14389,``,``
14390,gain,vb
14391,ground,nn
14392,'',''
14393,``,``
14394,quite,pdt
14395,contrary,jj
14396,'',''
14397,replied,vbd
14398,elinor,nnp
14399,looking,vbg
14400,expressively,rb
14401,marianne,nnp
14402,``,``
14403,judgment,nn
14404,'',''
14405,returned,vbd
14406,``,``
14407,side,nn
14408,question,nn
14409,afraid,jj
14410,practice,nn
14411,much,rb
14412,sister,nn
14413,'s,pos
14414,never,rb
14415,wish,vbp
14416,offend,vb
14417,foolishly,jj
14418,shy,nn
14419,often,rb
14420,seem,vbp
14421,negligent,jj
14422,kept,vbn
14423,back,rb
14424,natural,jj
14425,awkwardness,nn
14426,frequently,rb
14427,thought,vbn
14428,must,md
14429,intended,vbn
14430,nature,nn
14431,fond,nn
14432,low,jj
14433,company,nn
14434,little,jj
14435,ease,nn
14436,among,in
14437,stranger,nn
14438,gentility,nn
14439,'',''
14440,``,``
14441,marianne,nnp
14442,ha,nn
14443,shyness,jj
14444,excuse,vb
14445,inattention,nn
14446,'',''
14447,said,vbd
14448,elinor,nnp
14449,``,``
14450,know,vbd
14451,worth,nn
14452,well,rb
14453,false,jj
14454,shame,nn
14455,'',''
14456,replied,vbd
14457,edward,nnp
14458,``,``
14459,shyness,nnp
14460,effect,nn
14461,sense,nn
14462,inferiority,nn
14463,way,nn
14464,could,md
14465,persuade,vb
14466,manner,nn
14467,perfectly,rb
14468,easy,jj
14469,graceful,jj
14470,shy,jj
14471,'',''
14472,``,``
14473,would,md
14474,still,rb
14475,reserved,vbn
14476,'',''
14477,said,vbd
14478,marianne,nnp
14479,'',''
14480,worse,jjr
14481,'',''
14482,edward,nnp
14483,started,vbd
14484,--,:
14485,'',''
14486,reserved,vbd
14487,reserved,vbd
14488,marianne,nnp
14489,'',''
14490,``,``
14491,yes,uh
14492,'',''
14493,``,``
14494,understand,vb
14495,'',''
14496,replied,vbd
14497,colouring,vbg
14498,``,``
14499,reserved,vbd
14500,--,:
14501,manner,nn
14502,tell,vb
14503,suppose,vb
14504,'',''
14505,elinor,nnp
14506,looked,vbd
14507,surprised,vbn
14508,emotion,nn
14509,trying,vbg
14510,laugh,vb
14511,subject,nn
14512,said,vbd
14513,``,``
14514,know,vbp
14515,sister,nn
14516,well,rb
14517,enough,rb
14518,understand,vb
14519,mean,vb
14520,know,vbp
14521,call,vb
14522,every,dt
14523,one,cd
14524,reserved,vbn
14525,doe,vbz
14526,talk,vb
14527,fast,nn
14528,admire,vb
14529,admires,vbz
14530,rapturously,rb
14531,'',''
14532,edward,nnp
14533,made,vbd
14534,answer,nn
14535,gravity,nn
14536,thoughtfulness,nn
14537,returned,vbn
14538,fullest,jjs
14539,extent,nn
14540,--,:
14541,sat,vbd
14542,time,nn
14543,silent,jj
14544,dull,jj
14545,chapter,nn
14546,18,cd
14547,elinor,nnp
14548,saw,vbd
14549,great,jj
14550,uneasiness,jj
14551,low,jj
14552,spirit,nn
14553,friend,nn
14554,visit,nn
14555,afforded,vbd
14556,partial,jj
14557,satisfaction,nn
14558,enjoyment,nn
14559,appeared,vbd
14560,imperfect,jj
14561,wa,vbd
14562,evident,jj
14563,wa,vbz
14564,unhappy,jj
14565,wished,vbd
14566,equally,rb
14567,evident,jj
14568,still,rb
14569,distinguished,vbd
14570,affection,nn
14571,felt,vbn
14572,doubt,nn
14573,inspiring,nn
14574,hitherto,vbp
14575,continuance,nn
14576,preference,nn
14577,seemed,vbd
14578,uncertain,jj
14579,reservedness,nn
14580,manner,nn
14581,towards,in
14582,contradicted,jj
14583,one,cd
14584,moment,nn
14585,animated,jj
14586,look,nn
14587,intimated,vbn
14588,preceding,vbg
14589,one,nn
14590,joined,vbd
14591,marianne,nnp
14592,breakfast-room,nn
14593,next,jj
14594,morning,nn
14595,others,nns
14596,marianne,nnp
14597,wa,vbp
14598,always,rb
14599,eager,jj
14600,promote,vb
14601,happiness,nn
14602,far,rb
14603,could,md
14604,soon,rb
14605,left,vbd
14606,wa,vbd
14607,half,jj
14608,way,nn
14609,upstairs,in
14610,heard,vbd
14611,parlour,nn
14612,door,nn
14613,open,jj
14614,turning,vbg
14615,round,nn
14616,wa,wp
14617,astonished,vbd
14618,see,vb
14619,edward,nnp
14620,come,vbp
14621,``,``
14622,going,vbg
14623,village,nn
14624,see,vb
14625,horse,nn
14626,'',''
14627,said,vbd
14628,``,``
14629,yet,rb
14630,ready,jj
14631,breakfast,nn
14632,shall,md
14633,back,rb
14634,presently,rb
14635,'',''
14636,***,vbz
14637,edward,nnp
14638,returned,vbd
14639,fresh,jj
14640,admiration,nn
14641,surrounding,jj
14642,country,nn
14643,walk,nn
14644,village,nn
14645,seen,vbn
14646,many,jj
14647,part,nn
14648,valley,nn
14649,advantage,vb
14650,village,nn
14651,much,rb
14652,higher,jjr
14653,situation,nn
14654,cottage,nn
14655,afforded,vbd
14656,general,jj
14657,view,nn
14658,whole,nn
14659,exceedingly,rb
14660,pleased,jj
14661,wa,vbz
14662,subject,nn
14663,ensured,vbd
14664,marianne,nnp
14665,'s,pos
14666,attention,nn
14667,wa,vbd
14668,beginning,vbg
14669,describe,vb
14670,admiration,nn
14671,scene,nn
14672,question,vb
14673,minutely,rb
14674,object,nn
14675,particularly,rb
14676,struck,vbn
14677,edward,nnp
14678,interrupted,vbd
14679,saying,vbg
14680,``,``
14681,must,md
14682,enquire,vb
14683,far,rb
14684,marianne,nnp
14685,--,:
14686,remember,vbp
14687,knowledge,nn
14688,picturesque,nn
14689,shall,md
14690,offend,vb
14691,ignorance,nn
14692,want,nn
14693,taste,nn
14694,come,vbp
14695,particular,vb
14696,shall,md
14697,call,vb
14698,hill,nn
14699,steep,nn
14700,ought,md
14701,bold,vbn
14702,surface,nn
14703,strange,nn
14704,uncouth,nn
14705,ought,md
14706,irregular,jj
14707,rugged,vbd
14708,distant,vb
14709,object,nn
14710,sight,nn
14711,ought,md
14712,indistinct,jj
14713,soft,jj
14714,medium,nn
14715,hazy,nn
14716,atmosphere,rb
14717,must,md
14718,satisfied,vbn
14719,admiration,nn
14720,honestly,rb
14721,give,vb
14722,call,vbp
14723,fine,jj
14724,country,nn
14725,--,:
14726,hill,nn
14727,steep,jj
14728,wood,nn
14729,seem,vbp
14730,full,jj
14731,fine,jj
14732,timber,nn
14733,valley,nn
14734,look,nn
14735,comfortable,jj
14736,snug,jj
14737,--,:
14738,rich,jj
14739,meadow,nn
14740,several,jj
14741,neat,jj
14742,farm,nn
14743,house,nn
14744,scattered,vbd
14745,exactly,rb
14746,answer,vb
14747,idea,nn
14748,fine,jj
14749,country,nn
14750,unites,vbz
14751,beauty,nn
14752,utility,nn
14753,--,:
14754,dare,vbp
14755,say,vb
14756,picturesque,jj
14757,one,cd
14758,admire,vbp
14759,easily,rb
14760,believe,vb
14761,full,jj
14762,rock,nn
14763,promontory,nn
14764,grey,jj
14765,moss,nn
14766,brush,nn
14767,wood,nn
14768,lost,vbn
14769,know,vbp
14770,nothing,nn
14771,picturesque,nn
14772,'',''
14773,``,``
14774,afraid,jj
14775,true,jj
14776,'',''
14777,said,vbd
14778,marianne,nnp
14779,'',''
14780,boast,vb
14781,'',''
14782,``,``
14783,suspect,vbp
14784,'',''
14785,said,vbd
14786,elinor,nnp
14787,``,``
14788,avoid,vb
14789,one,cd
14790,kind,nn
14791,affectation,nn
14792,edward,nnp
14793,fall,rb
14794,another,dt
14795,belief,vbd
14796,many,jj
14797,people,nns
14798,pretend,vbp
14799,admiration,nn
14800,beauty,nn
14801,nature,nn
14802,really,rb
14803,feel,vb
14804,disgusted,vbn
14805,pretension,nn
14806,affect,vbp
14807,greater,jjr
14808,indifference,nn
14809,le,jj
14810,discrimination,nn
14811,viewing,vbg
14812,posse,vb
14813,fastidious,jj
14814,affectation,nn
14815,'',''
14816,``,``
14817,true,jj
14818,'',''
14819,said,vbd
14820,marianne,nnp
14821,``,``
14822,admiration,nn
14823,landscape,nn
14824,scenery,nn
14825,become,vbn
14826,mere,jj
14827,jargon,nn
14828,every,dt
14829,body,nn
14830,pretend,vbp
14831,feel,vb
14832,try,vb
14833,describe,vb
14834,taste,nn
14835,elegance,nn
14836,first,rb
14837,defined,vbd
14838,picturesque,jj
14839,beauty,nn
14840,wa,nn
14841,detest,vbp
14842,jargon,nn
14843,every,dt
14844,kind,nn
14845,sometimes,rb
14846,kept,vbn
14847,feeling,nn
14848,could,md
14849,find,vb
14850,language,nn
14851,describe,vb
14852,wa,vbp
14853,worn,jj
14854,hackneyed,vbd
14855,sense,nn
14856,meaning,nn
14857,'',''
14858,``,``
14859,convinced,vbn
14860,'',''
14861,said,vbd
14862,edward,nnp
14863,``,``
14864,really,rb
14865,feel,vb
14866,delight,nn
14867,fine,jj
14868,prospect,nn
14869,profess,vbp
14870,feel,vb
14871,return,nn
14872,sister,nn
14873,must,md
14874,allow,vb
14875,feel,vb
14876,profess,vbp
14877,like,vbp
14878,fine,jj
14879,prospect,nn
14880,picturesque,nn
14881,principle,nn
14882,like,in
14883,crooked,vbn
14884,twisted,vbn
14885,blasted,vbd
14886,tree,nn
14887,admire,vbp
14888,much,rb
14889,tall,jj
14890,straight,jj
14891,flourishing,vbg
14892,like,in
14893,ruined,vbn
14894,tattered,jj
14895,cottage,nn
14896,fond,nn
14897,nettle,jj
14898,thistle,jj
14899,heath,nn
14900,blossom,nn
14901,pleasure,nn
14902,snug,nn
14903,farm-house,nn
14904,watch-tower,nn
14905,--,:
14906,troop,nn
14907,tidy,nn
14908,happy,jj
14909,village,nn
14910,please,vb
14911,better,jjr
14912,finest,jjs
14913,bandit,nn
14914,world,nn
14915,'',''
14916,marianne,nnp
14917,looked,vbd
14918,amazement,nn
14919,edward,nnp
14920,compassion,nn
14921,sister,nn
14922,elinor,nnp
14923,laughed,vbd
14924,subject,nn
14925,wa,nn
14926,continued,vbd
14927,farther,nn
14928,marianne,nnp
14929,remained,vbd
14930,thoughtfully,rb
14931,silent,jj
14932,till,vb
14933,new,jj
14934,object,nn
14935,suddenly,rb
14936,engaged,vbd
14937,attention,nn
14938,wa,vbd
14939,sitting,vbg
14940,edward,nnp
14941,taking,vbg
14942,tea,nn
14943,mrs.,nnp
14944,dashwood,nnp
14945,hand,nn
14946,passed,vbd
14947,directly,rb
14948,make,vb
14949,ring,nn
14950,plait,nn
14951,hair,nn
14952,centre,nn
14953,conspicuous,jj
14954,one,cd
14955,finger,nn
14956,``,``
14957,never,rb
14958,saw,vbd
14959,wear,vbp
14960,ring,nn
14961,edward,nnp
14962,'',''
14963,cried,vbd
14964,``,``
14965,fanny,nnp
14966,'s,pos
14967,hair,nn
14968,remember,vbp
14969,promising,nn
14970,give,vb
14971,thought,vbn
14972,hair,nn
14973,darker,nn
14974,'',''
14975,marianne,nnp
14976,spoke,vbd
14977,inconsiderately,rb
14978,really,rb
14979,felt,vbd
14980,--,:
14981,saw,vbd
14982,much,jj
14983,pained,vbn
14984,edward,nnp
14985,vexation,nn
14986,want,nn
14987,thought,nn
14988,could,md
14989,surpassed,vbn
14990,coloured,vbd
14991,deeply,rb
14992,giving,vbg
14993,momentary,jj
14994,glance,nn
14995,elinor,nnp
14996,replied,vbd
14997,``,``
14998,yes,uh
14999,sister,nn
15000,'s,pos
15001,hair,nn
15002,setting,nn
15003,always,rb
15004,cast,vbd
15005,different,jj
15006,shade,nn
15007,know,vbp
15008,'',''
15009,elinor,nnp
15010,met,vbn
15011,eye,nn
15012,looked,vbd
15013,conscious,jj
15014,likewise,nn
15015,hair,nn
15016,wa,vbz
15017,instantaneously,rb
15018,felt,vbd
15019,well,rb
15020,satisfied,vbn
15021,marianne,nnp
15022,difference,nn
15023,conclusion,nn
15024,wa,nn
15025,marianne,nnp
15026,considered,vbd
15027,free,jj
15028,gift,nn
15029,sister,nn
15030,elinor,nnp
15031,wa,vbp
15032,conscious,jj
15033,must,md
15034,procured,vbn
15035,theft,nn
15036,contrivance,nn
15037,unknown,jj
15038,wa,vbd
15039,humour,nn
15040,however,rb
15041,regard,vb
15042,affront,nn
15043,affecting,vbg
15044,take,vb
15045,notice,nn
15046,passed,vbd
15047,instantly,rb
15048,talking,vbg
15049,something,nn
15050,else,rb
15051,internally,rb
15052,resolved,vbd
15053,henceforward,nn
15054,catch,vb
15055,every,dt
15056,opportunity,nn
15057,eyeing,vbg
15058,hair,nn
15059,satisfying,vbg
15060,beyond,in
15061,doubt,nn
15062,wa,vbz
15063,exactly,rb
15064,shade,nn
15065,edward,nnp
15066,'s,pos
15067,embarrassment,nn
15068,lasted,vbd
15069,time,nn
15070,ended,vbd
15071,absence,nn
15072,mind,nn
15073,still,rb
15074,settled,jj
15075,wa,vbd
15076,particularly,rb
15077,grave,vbn
15078,whole,jj
15079,morning,nn
15080,marianne,nnp
15081,severely,rb
15082,censured,vbd
15083,said,vbd
15084,forgiveness,nn
15085,might,md
15086,speedy,jj
15087,known,vb
15088,little,jj
15089,offence,nn
15090,given,vbn
15091,sister,nn
15092,middle,nn
15093,day,nn
15094,visited,vbn
15095,sir,nnp
15096,john,nnp
15097,mrs.,nnp
15098,jennings,nnp
15099,heard,nn
15100,arrival,nn
15101,gentleman,nn
15102,cottage,nn
15103,came,vbd
15104,take,vb
15105,survey,nn
15106,guest,nn
15107,assistance,nn
15108,mother-in-law,nn
15109,sir,nnp
15110,john,nnp
15111,wa,vbz
15112,long,rb
15113,discovering,vbg
15114,name,nn
15115,ferrars,nnp
15116,began,vbd
15117,f.,nnp
15118,prepared,vbd
15119,future,jj
15120,mine,nn
15121,raillery,nn
15122,devoted,jj
15123,elinor,nnp
15124,nothing,nn
15125,newness,nn
15126,acquaintance,nn
15127,edward,nnp
15128,could,md
15129,prevented,vbn
15130,immediately,rb
15131,sprung,nn
15132,wa,nn
15133,learned,vbd
15134,significant,jj
15135,look,nn
15136,far,rb
15137,penetration,nn
15138,founded,vbn
15139,margaret,nnp
15140,'s,pos
15141,instruction,nn
15142,extended,vbn
15143,sir,nnp
15144,john,nnp
15145,never,rb
15146,came,vbd
15147,dashwoods,nnp
15148,without,in
15149,either,cc
15150,inviting,vbg
15151,dine,vb
15152,park,nn
15153,next,jj
15154,day,nn
15155,drink,vb
15156,tea,nn
15157,evening,vbg
15158,present,jj
15159,occasion,nn
15160,better,jjr
15161,entertainment,nn
15162,visitor,nn
15163,towards,nns
15164,whose,wp$
15165,amusement,nn
15166,felt,vbd
15167,bound,in
15168,contribute,vb
15169,wished,vbd
15170,engage,vb
15171,``,``
15172,must,vbp
15173,drink,vb
15174,tea,nn
15175,u,jj
15176,night,nn
15177,'',''
15178,said,vbd
15179,'',''
15180,shall,md
15181,quite,rb
15182,alone,rb
15183,--,:
15184,tomorrow,nn
15185,must,md
15186,absolutely,rb
15187,dine,vb
15188,u,jj
15189,shall,md
15190,large,jj
15191,party,nn
15192,'',''
15193,mrs.,nnp
15194,jennings,nnp
15195,enforced,vbd
15196,necessity,nn
15197,``,``
15198,know,vbp
15199,may,md
15200,raise,vb
15201,dance,nn
15202,'',''
15203,said,vbd
15204,``,``
15205,tempt,vb
15206,miss,nnp
15207,marianne,nnp
15208,'',''
15209,``,``
15210,dance,nn
15211,'',''
15212,cried,vbd
15213,marianne,nnp
15214,``,``
15215,impossible,jj
15216,dance,vb
15217,'',''
15218,``,``
15219,careys,nnp
15220,whitakers,nns
15221,sure.,vbn
15222,--,:
15223,thought,vbd
15224,nobody,nn
15225,could,md
15226,dance,vb
15227,certain,jj
15228,person,nn
15229,shall,md
15230,nameless,jj
15231,gone,vbn
15232,'',''
15233,``,``
15234,wish,vbp
15235,soul,nn
15236,'',''
15237,cried,vbd
15238,sir,nnp
15239,john,nnp
15240,'',''
15241,willoughby,nnp
15242,among,in
15243,u,jj
15244,'',''
15245,marianne,nnp
15246,'s,pos
15247,blushing,nn
15248,gave,vbd
15249,new,jj
15250,suspicion,nn
15251,edward,nnp
15252,``,``
15253,willoughby,nnp
15254,'',''
15255,said,vbd
15256,low,jj
15257,voice,nn
15258,miss,nnp
15259,dashwood,nnp
15260,wa,vbd
15261,sitting,vbg
15262,gave,vbd
15263,brief,nn
15264,reply,nn
15265,marianne,nnp
15266,'s,pos
15267,countenance,nn
15268,wa,vbd
15269,communicative,jj
15270,edward,nnp
15271,saw,vbd
15272,enough,rb
15273,comprehend,vb
15274,meaning,nn
15275,others,nns
15276,marianne's,nnp
15277,expression,nn
15278,puzzled,vbn
15279,visitor,nn
15280,left,vbd
15281,went,vbd
15282,immediately,rb
15283,round,in
15284,said,vbd
15285,whisper,nn
15286,``,``
15287,guessing,vbg
15288,shall,vb
15289,tell,vbp
15290,guess,nn
15291,'',''
15292,``,``
15293,mean,vb
15294,'',''
15295,``,``
15296,shall,nnp
15297,tell,vbp
15298,'',''
15299,``,``
15300,certainly,rb
15301,'',''
15302,``,``
15303,well,nnp
15304,guess,vbp
15305,mr.,nnp
15306,willoughby,nnp
15307,hunt,nn
15308,'',''
15309,marianne,nnp
15310,wa,nn
15311,surprised,vbd
15312,confused,vbd
15313,yet,cc
15314,could,md
15315,help,vb
15316,smiling,vbg
15317,quiet,jj
15318,archness,nn
15319,manner,nn
15320,moment,nn
15321,'s,pos
15322,silence,nn
15323,said,vbd
15324,'',''
15325,oh,nnp
15326,edward,nnp
15327,--,:
15328,time,nn
15329,come,vb
15330,hope,vbp
15331,...,:
15332,sure,jj
15333,like,vb
15334,'',''
15335,``,``
15336,doubt,vb
15337,'',''
15338,replied,vbd
15339,rather,rb
15340,astonished,vbd
15341,earnestness,nn
15342,warmth,nn
15343,imagined,vbd
15344,joke,nn
15345,good,nn
15346,acquaintance,nn
15347,general,jj
15348,founded,vbd
15349,something,nn
15350,nothing,nn
15351,mr.,nnp
15352,willoughby,nnp
15353,would,md
15354,ventured,vbn
15355,mention,vb
15356,chapter,nn
15357,19,cd
15358,edward,nnp
15359,remained,vbd
15360,week,nn
15361,cottage,nn
15362,wa,vbz
15363,earnestly,rb
15364,pressed,vbn
15365,mrs.,nnp
15366,dashwood,nnp
15367,stay,vb
15368,longer,rb
15369,bent,jj
15370,self-mortification,nn
15371,seemed,vbd
15372,resolved,vbn
15373,gone,vbn
15374,enjoyment,nn
15375,among,in
15376,friend,nn
15377,wa,nn
15378,height,nn
15379,spirit,nn
15380,last,jj
15381,two,cd
15382,three,cd
15383,day,nn
15384,though,in
15385,still,rb
15386,unequal,jj
15387,greatly,rb
15388,improved,vbn
15389,--,:
15390,grew,vbd
15391,partial,jj
15392,house,nn
15393,environs,nns
15394,--,:
15395,never,rb
15396,spoke,nn
15397,going,vbg
15398,away,rb
15399,without,in
15400,sigh,nn
15401,--,:
15402,declared,vbd
15403,time,nn
15404,wholly,rb
15405,disengaged,vbn
15406,--,:
15407,even,rb
15408,doubted,vbd
15409,place,nn
15410,go,vb
15411,left,vbd
15412,--,:
15413,still,rb
15414,go,vb
15415,must,md
15416,never,vb
15417,week,nn
15418,passed,vbn
15419,quickly,rb
15420,--,:
15421,could,md
15422,hardly,rb
15423,believe,vb
15424,gone,vbn
15425,said,vbd
15426,repeatedly,rb
15427,thing,nn
15428,said,vbd
15429,marked,vbd
15430,turn,nn
15431,feeling,nn
15432,gave,vbd
15433,lie,nn
15434,action,nn
15435,pleasure,nn
15436,norland,nnp
15437,detested,vbd
15438,town,nn
15439,either,dt
15440,norland,nnp
15441,london,nnp
15442,must,md
15443,go,vb
15444,valued,vbd
15445,kindness,jj
15446,beyond,in
15447,thing,nn
15448,greatest,jjs
15449,happiness,nn
15450,wa,nn
15451,yet,rb
15452,must,md
15453,leave,vb
15454,end,nn
15455,week,nn
15456,spite,nn
15457,wish,nn
15458,without,in
15459,restraint,nn
15460,time,nn
15461,elinor,nnp
15462,placed,vbd
15463,wa,vbp
15464,astonishing,vbg
15465,way,nn
15466,acting,vbg
15467,mother,nn
15468,'s,pos
15469,account,nn
15470,wa,vbz
15471,happy,jj
15472,mother,nn
15473,whose,wp$
15474,character,nn
15475,wa,vbp
15476,imperfectly,rb
15477,known,vbn
15478,general,jj
15479,excuse,nn
15480,every,dt
15481,thing,nn
15482,strange,nn
15483,part,nn
15484,son,nn
15485,disappointed,nnp
15486,however,rb
15487,vexed,vbd
15488,wa,nn
15489,sometimes,rb
15490,displeased,vbn
15491,uncertain,jj
15492,behaviour,nn
15493,wa,vbd
15494,well,rb
15495,disposed,vbn
15496,whole,jj
15497,regard,vb
15498,action,nn
15499,candid,jj
15500,allowance,nn
15501,generous,jj
15502,qualification,nn
15503,rather,rb
15504,painfully,rb
15505,extorted,vbn
15506,willoughby,nnp
15507,'s,pos
15508,service,nn
15509,mother,nn
15510,want,nn
15511,spirit,nn
15512,openness,nn
15513,consistency,nn
15514,usually,rb
15515,attributed,vbn
15516,want,nn
15517,independence,nn
15518,better,jjr
15519,knowledge,nn
15520,mrs.,nnp
15521,ferrars,nnp
15522,'s,pos
15523,disposition,nn
15524,design,nn
15525,shortness,nn
15526,visit,nn
15527,steadiness,nn
15528,purpose,nn
15529,leaving,vbg
15530,originated,vbn
15531,fettered,jj
15532,inclination,nn
15533,inevitable,jj
15534,necessity,nn
15535,temporizing,vbg
15536,mother,nn
15537,old,jj
15538,well-established,jj
15539,grievance,nn
15540,duty,nn
15541,parent,nn
15542,child,nn
15543,wa,vbd
15544,cause,nn
15545,would,md
15546,glad,jj
15547,know,vb
15548,difficulty,nn
15549,cease,vb
15550,opposition,nn
15551,wa,nn
15552,yield,vb
15553,--,:
15554,mrs.,nnp
15555,ferrars,nnp
15556,would,md
15557,reformed,vbn
15558,son,nn
15559,liberty,nn
15560,happy,jj
15561,vain,nn
15562,wish,jj
15563,wa,vbd
15564,forced,vbn
15565,turn,vb
15566,comfort,nn
15567,renewal,nn
15568,confidence,nn
15569,edward,nnp
15570,'s,pos
15571,affection,nn
15572,remembrance,nn
15573,every,dt
15574,mark,nn
15575,regard,nn
15576,look,nn
15577,word,nn
15578,fell,vbd
15579,barton,nnp
15580,flattering,vbg
15581,proof,nn
15582,constantly,rb
15583,wore,vbd
15584,round,vb
15585,finger,nn
15586,``,``
15587,think,vbp
15588,edward,nnp
15589,'',''
15590,said,vbd
15591,mrs.,nnp
15592,dashwood,nnp
15593,breakfast,nn
15594,last,jj
15595,morning,nn
15596,``,``
15597,would,md
15598,happier,jjr
15599,man,nn
15600,profession,nn
15601,engage,vb
15602,time,nn
15603,give,vb
15604,interest,nn
15605,plan,nn
15606,action,nn
15607,inconvenience,nn
15608,friend,nn
15609,indeed,rb
15610,might,md
15611,result,vb
15612,--,:
15613,would,md
15614,able,jj
15615,give,vb
15616,much,jj
15617,time,nn
15618,smile,nn
15619,would,md
15620,materially,rb
15621,benefited,vbn
15622,one,cd
15623,particular,nn
15624,least,jjs
15625,--,:
15626,would,md
15627,know,vb
15628,go,vb
15629,left,vbd
15630,'',''
15631,``,``
15632,assure,rb
15633,'',''
15634,replied,vbd
15635,``,``
15636,long,rb
15637,thought,vbn
15638,point,nn
15639,think,vbp
15640,ha,vbd
15641,probably,rb
15642,always,rb
15643,heavy,jj
15644,misfortune,nn
15645,necessary,jj
15646,business,nn
15647,engage,vb
15648,profession,nn
15649,give,vb
15650,employment,nn
15651,afford,vb
15652,thing,nn
15653,like,in
15654,independence,nn
15655,unfortunately,jj
15656,nicety,nn
15657,nicety,nn
15658,friend,nn
15659,made,vbn
15660,idle,jj
15661,helpless,jj
15662,never,rb
15663,could,md
15664,agree,vb
15665,choice,nn
15666,profession,nn
15667,always,rb
15668,preferred,vbd
15669,church,nn
15670,still,rb
15671,wa,vbz
15672,smart,jj
15673,enough,rb
15674,family,nn
15675,recommended,vbd
15676,army,nn
15677,wa,vbd
15678,great,jj
15679,deal,nn
15680,smart,jj
15681,law,nn
15682,wa,nn
15683,allowed,vbn
15684,genteel,jj
15685,enough,rb
15686,many,jj
15687,young,jj
15688,men,nns
15689,chamber,nn
15690,temple,nnp
15691,made,vbd
15692,good,jj
15693,appearance,nn
15694,first,jj
15695,circle,nn
15696,drove,vb
15697,town,nn
15698,knowing,vbg
15699,gig,nn
15700,inclination,nn
15701,law,nn
15702,even,rb
15703,le,nn
15704,abstruse,nn
15705,study,nn
15706,family,nn
15707,approved,vbd
15708,navy,nn
15709,fashion,nn
15710,side,nn
15711,wa,vbp
15712,old,jj
15713,subject,nn
15714,wa,nn
15715,first,rb
15716,started,vbd
15717,enter,vb
15718,--,:
15719,length,nn
15720,wa,vbz
15721,necessity,nn
15722,profession,nn
15723,might,md
15724,dashing,nn
15725,expensive,jj
15726,without,in
15727,red,jj
15728,coat,nn
15729,back,rp
15730,one,cd
15731,idleness,nn
15732,wa,nn
15733,pronounced,vbd
15734,whole,nn
15735,advantageous,jj
15736,honourable,jj
15737,young,jj
15738,man,nn
15739,eighteen,nn
15740,general,jj
15741,earnestly,rb
15742,bent,nn
15743,busy,jj
15744,resist,vb
15745,solicitation,nn
15746,friend,nn
15747,nothing,nn
15748,wa,vbp
15749,therefore,rb
15750,entered,vbn
15751,oxford,nnp
15752,properly,rb
15753,idle,jj
15754,ever,rb
15755,since,in
15756,'',''
15757,``,``
15758,consequence,nn
15759,suppose,vbp
15760,'',''
15761,said,vbd
15762,mrs.,nnp
15763,dashwood,nnp
15764,``,``
15765,since,in
15766,leisure,nn
15767,ha,nn
15768,promoted,vbn
15769,happiness,nn
15770,son,nn
15771,brought,vbn
15772,many,jj
15773,pursuit,nn
15774,employment,nn
15775,profession,nn
15776,trade,vb
15777,columella,nnp
15778,'s,pos
15779,'',''
15780,``,``
15781,brought,vbn
15782,'',''
15783,said,vbd
15784,serious,jj
15785,accent,nn
15786,'',''
15787,unlike,in
15788,possible,jj
15789,feeling,nn
15790,action,nn
15791,condition,nn
15792,every,dt
15793,thing,nn
15794,'',''
15795,``,``
15796,come,nnp
15797,come,vbp
15798,effusion,nn
15799,immediate,jj
15800,want,nn
15801,spirit,nn
15802,edward,nnp
15803,melancholy,jj
15804,humour,nn
15805,fancy,jj
15806,one,cd
15807,unlike,in
15808,must,md
15809,happy,jj
15810,remember,vb
15811,pain,nn
15812,parting,vbg
15813,friend,nn
15814,felt,vbn
15815,every,dt
15816,body,nn
15817,time,nn
15818,whatever,wdt
15819,education,nn
15820,state,nn
15821,know,vb
15822,happiness,nn
15823,want,vbp
15824,nothing,nn
15825,patience,nn
15826,--,:
15827,give,vb
15828,fascinating,jj
15829,name,nn
15830,call,vb
15831,hope,vb
15832,mother,nn
15833,secure,vb
15834,time,nn
15835,independence,nn
15836,anxious,jj
15837,duty,nn
15838,must,md
15839,ere,vb
15840,long,jj
15841,become,vb
15842,happiness,nn
15843,prevent,vb
15844,whole,jj
15845,youth,nn
15846,wasted,vbn
15847,discontent,nn
15848,much,jj
15849,may,md
15850,month,nn
15851,'',''
15852,``,``
15853,think,vbp
15854,'',''
15855,replied,vbd
15856,edward,nnp
15857,``,``
15858,may,md
15859,defy,vb
15860,many,jj
15861,month,nn
15862,produce,vb
15863,good,jj
15864,'',''
15865,desponding,vbg
15866,turn,nn
15867,mind,nn
15868,though,in
15869,could,md
15870,communicated,vbn
15871,mrs.,nnp
15872,dashwood,nnp
15873,gave,vbd
15874,additional,jj
15875,pain,nn
15876,parting,nn
15877,shortly,rb
15878,took,vbd
15879,place,nn
15880,left,vbd
15881,uncomfortable,jj
15882,impression,nn
15883,elinor's,nnp
15884,feeling,vbg
15885,especially,rb
15886,required,vbd
15887,trouble,nn
15888,time,nn
15889,subdue,vb
15890,wa,vbz
15891,determination,nn
15892,subdue,vb
15893,prevent,vb
15894,appearing,vbg
15895,suffer,vb
15896,family,nn
15897,suffered,vbd
15898,going,vbg
15899,away,rb
15900,adopt,vb
15901,method,nn
15902,judiciously,rb
15903,employed,vbn
15904,marianne,nnp
