"ID" "RESPOND" "AGE" "INCOME" "SEX" "MARRIED" "FICO" "OWNHOME" "LOC" "CLIMATE" "BUY6" "BUY12" "BUY18" "VALUE24" "ORGSRC" "DISCBUY" "RETURN24" "COA6" "C1" "C2" "C3" "C4" "C5" "C6" "C7" "PURCHTOT"
"253371751" 0 42 30 "F" 0 714 0 "B" "20" 0 0 0 64 "" 0 0 0 0 0 0 0 0 0 0 0
"253393544" 0 31 62 "F" 0 678 1 "B" "20" 0 0 0 256 "O" 0 0 0 0 0 0 0 0 0 0 0
"253522166" 0 34 32 "F" 0 723 0 "B" "20" 0 0 0 124 "O" 0 1 0 0 0 0 0 0 0 0 0
"253545786" 0 49 66 "F" 0 706 0 "B" "20" 0 0 0 75 "D" 1 0 0 0 0 0 0 0 0 0 0
"253577975" 0 66 51 "M" 0 630 0 "B" "20" 0 0 1 283 "D" 0 0 0 0 0 0 0 0 0 0 0
"254840707" 0 45 30 "M" 1 729 0 "B" "20" 0 0 0 74 "U" 0 0 0 0 0 0 0 0 0 0 0
"255129263" 0 44 64 "F" 1 712 0 "B" "20" 0 0 0 100 "D" 0 0 0 0 0 0 0 0 0 0 0
"256818389" 1 33 67 "F" 0 696 0 "B" "20" 0 0 1 140 "R" 1 0 1 0 0 0 6 0 0 0 6
"256902963" 0 58 70 "M" 1 737 0 "B" "20" 0 0 0 68 "U" 0 0 0 0 0 0 0 0 0 0 0
"258031945" 1 59 69 "M" 1 693 0 "B" "20" 0 0 0 224 "" 0 0 0 1 31 0 0 0 61 0 93
"258106813" 0 56 18 "M" 1 664 1 "B" "20" 0 1 1 393 "P" 0 1 0 0 0 0 0 0 0 0 0
"258401342" 0 57 32 "F" 0 682 1 "B" "20" 0 0 0 212 "O" 1 0 0 0 0 0 0 0 0 0 0
"258778564" 0 55 45 "F" 1 720 1 "B" "20" 0 0 0 247 "P" 1 0 0 0 0 0 0 0 0 0 0
"259023385" 0 48 33 "M" 1 723 0 "B" "20" 0 0 0 115 "C" 0 0 0 0 0 0 0 0 0 0 0
"260637953" 0 45 54 "M" 1 659 0 "B" "20" 0 0 1 504 "C" 0 0 0 0 0 0 0 0 0 0 0
"261029119" 0 43 70 "F" 1 716 0 "B" "20" 0 0 0 216 "O" 0 0 0 0 0 0 0 0 0 0 0
"261130246" 0 46 43 "F" 1 711 0 "B" "20" 0 0 0 117 "O" 1 0 0 0 0 0 0 0 0 0 0
"261404483" 1 33 54 "M" 0 724 0 "B" "20" 0 0 0 78 "O" 0 0 0 0 0 0 0 0 31 0 31
"262023639" 0 42 63 "M" 1 691 0 "B" "20" 1 1 1 208 "" 0 0 0 0 0 0 0 0 0 0 0
"262089930" 0 38 83 "M" 0 706 0 "B" "20" 0 0 1 468 "R" 0 0 0 0 0 0 0 0 0 0 0
"262230249" 0 49 47 "F" 1 694 1 "B" "20" 0 0 0 199 "C" 0 0 0 0 0 0 0 0 0 0 0
"262929644" 0 42 52 "F" 1 682 1 "B" "20" 1 1 2 567 "P" 0 0 0 0 0 0 0 0 0 0 0
"263859388" 0 39 47 "F" 0 721 1 "B" "20" 0 0 0 149 "C" 0 0 0 0 0 0 0 0 0 0 0
"265274295" 0 30 69 "F" 1 701 1 "B" "20" 0 0 0 259 "P" 0 0 0 0 0 0 0 0 0 0 0
"266860904" 0 45 68 "F" 1 689 0 "B" "20" 0 0 0 120 "R" 0 0 0 0 0 0 0 0 0 0 0
"267303174" 0 44 61 "F" 1 760 0 "B" "20" 0 0 1 436 "C" 0 0 0 0 0 0 0 0 0 0 0
"267781597" 0 39 20 "M" 1 734 0 "B" "20" 0 0 0 69 "D" 1 0 0 0 0 0 0 0 0 0 0
"267903672" 0 34 52 "M" 0 690 0 "B" "20" 0 0 0 254 "P" 0 0 0 0 0 0 0 0 0 0 0
"269299759" 0 35 77 "M" 0 694 0 "B" "20" 0 0 0 149 "C" 0 0 0 0 0 0 0 0 0 0 0
"270381827" 0 41 42 "F" 0 716 1 "B" "20" 0 0 0 434 "" 0 0 0 0 0 0 0 0 0 0 0
"270482940" 0 41 54 "M" 1 658 0 "B" "20" 0 0 0 188 "" 0 0 0 0 0 0 0 0 0 0 0
"272034472" 0 46 74 "M" 0 691 0 "B" "20" 1 1 1 385 "O" 0 0 0 0 0 0 0 0 0 0 0
"272498515" 0 53 52 "M" 0 678 0 "B" "20" 0 0 0 154 "U" 0 1 0 0 0 0 0 0 0 0 0
"272520038" 0 68 60 "M" 1 681 0 "B" "20" 0 0 0 177 "P" 1 0 0 0 0 0 0 0 0 0 0
"272844403" 0 33 30 "F" 0 662 0 "B" "20" 0 0 0 175 "D" 0 0 0 0 0 0 0 0 0 0 0
"273751896" 0 63 67 "F" 1 710 0 "B" "20" 0 0 0 120 "D" 0 0 0 0 0 0 0 0 0 0 0
"273792833" 1 44 32 "M" 1 645 0 "B" "20" 0 0 0 108 "D" 0 0 0 0 0 0 0 0 50 0 50
"273981998" 0 41 68 "M" 1 700 0 "B" "20" 0 0 0 155 "P" 0 0 0 0 0 0 0 0 0 0 0
"277479464" 0 64 68 "M" 1 691 1 "B" "20" 0 0 0 236 "P" 0 1 0 0 0 0 0 0 0 0 0
"277741298" 0 38 59 "F" 0 709 0 "B" "20" 1 1 1 365 "U" 0 0 0 0 0 0 0 0 0 0 0
"277774711" 0 44 43 "F" 1 693 1 "B" "20" 0 0 1 389 "R" 1 0 0 0 0 0 0 0 0 0 0
"278229300" 1 55 37 "M" 1 699 0 "B" "20" 0 0 0 212 "P" 1 0 0 0 10 0 0 0 23 0 33
"278999683" 0 31 52 "F" 0 627 0 "B" "20" 0 0 0 163 "O" 0 0 0 0 0 0 0 0 0 0 0
"279658971" 0 57 66 "M" 1 658 0 "B" "20" 0 0 0 178 "P" 1 0 0 0 0 0 0 0 0 0 0
"279773323" 0 62 35 "F" 1 675 0 "B" "20" 0 0 0 122 "U" 0 0 0 0 0 0 0 0 0 0 0
"279782461" 0 63 58 "F" 1 677 1 "B" "20" 0 0 0 140 "R" 0 0 0 0 0 0 0 0 0 0 0
"280311570" 0 39 37 "M" 1 737 1 "B" "20" 0 0 1 280 "R" 1 1 0 0 0 0 0 0 0 0 0
"280541772" 1 46 40 "M" 1 682 1 "B" "20" 0 0 0 249 "R" 0 0 0 0 13 0 0 0 51 0 64
"281095723" 1 40 27 "F" 1 663 0 "B" "20" 1 1 1 339 "P" 0 0 0 11 0 41 56 23 47 0 178
"282895835" 0 51 57 "M" 1 697 0 "B" "20" 1 1 1 262 "P" 0 0 0 0 0 0 0 0 0 0 0
"284600188" 0 58 67 "M" 1 673 0 "B" "20" 0 0 0 456 "C" 0 0 0 0 0 0 0 0 0 0 0
"285769636" 0 19 78 "M" 0 606 1 "B" "20" 0 0 0 194 "C" 1 0 0 0 0 0 0 0 0 0 0
"285777252" 0 35 59 "F" 1 698 0 "B" "20" 0 0 1 338 "O" 0 1 0 0 0 0 0 0 0 0 0
"286007732" 0 54 63 "M" 1 709 0 "B" "20" 0 0 0 161 "U" 0 1 0 0 0 0 0 0 0 0 0
"286133741" 0 43 69 "M" 1 678 0 "B" "20" 0 0 0 248 "C" 1 0 0 0 0 0 0 0 0 0 0
"287138859" 0 38 32 "F" 0 716 0 "B" "20" 0 0 1 332 "R" 0 0 0 0 0 0 0 0 0 0 0
"287228554" 0 61 54 "M" 1 640 1 "B" "20" 0 0 0 206 "O" 0 0 0 0 0 0 0 0 0 0 0
"287500095" 0 35 70 "F" 0 780 0 "B" "20" 0 0 0 146 "D" 0 0 0 0 0 0 0 0 0 0 0
"288132730" 0 50 34 "F" 1 767 0 "B" "20" 1 1 1 337 "R" 0 0 0 0 0 0 0 0 0 0 0
"288311213" 0 56 35 "F" 1 719 0 "B" "20" 0 0 0 197 "C" 0 0 0 0 0 0 0 0 0 0 0
"288888407" 0 28 68 "F" 0 697 1 "B" "20" 0 0 0 230 "U" 0 0 0 0 0 0 0 0 0 0 0
"289802375" 0 55 62 "M" 1 671 1 "B" "20" 1 2 2 565 "R" 0 1 0 0 0 0 0 0 0 0 0
"291235945" 0 51 77 "M" 0 667 1 "B" "20" 0 0 0 121 "D" 0 0 0 0 0 0 0 0 0 0 0
"291295537" 0 31 71 "F" 1 689 0 "B" "20" 0 0 0 87 "R" 0 0 0 0 0 0 0 0 0 0 0
"291413132" 1 39 38 "M" 1 676 1 "B" "20" 0 0 0 211 "O" 0 0 0 0 0 0 0 0 117 9 126
"291449646" 0 NA NA "" NA 646 NA "B" "20" 0 0 0 102 "D" 1 0 0 0 0 0 0 0 0 0 0
"291604911" 0 20 54 "M" 0 734 0 "B" "20" 0 0 0 249 "" 0 0 0 0 0 0 0 0 0 0 0
"291611230" 0 48 43 "F" 1 719 1 "B" "20" 0 0 0 90 "C" 0 0 0 0 0 0 0 0 0 0 0
"291780975" 0 NA NA "" NA 666 NA "B" "20" 0 0 1 262 "P" 0 0 0 0 0 0 0 0 0 0 0
"292157989" 0 44 79 "M" 1 729 0 "B" "20" 0 1 1 152 "C" 1 0 0 0 0 0 0 0 0 0 0
"292418273" 0 33 65 "F" 0 745 0 "B" "20" 0 0 0 170 "U" 0 0 0 0 0 0 0 0 0 0 0
"292561623" 0 56 52 "M" 1 682 0 "B" "20" 0 0 0 168 "R" 0 0 0 0 0 0 0 0 0 0 0
"293250844" 0 56 73 "M" 0 664 0 "B" "20" 0 0 1 219 "U" 0 0 0 0 0 0 0 0 0 0 0
"293317763" 0 41 62 "M" 1 714 0 "B" "20" 1 2 2 318 "U" 0 0 0 0 0 0 0 0 0 0 0
"293767505" 0 41 31 "M" 1 690 0 "B" "20" 0 0 0 362 "D" 0 0 0 0 0 0 0 0 0 0 0
"294755860" 0 45 27 "M" 1 690 0 "B" "20" 1 1 2 562 "C" 0 0 0 0 0 0 0 0 0 0 0
"295633896" 0 44 47 "F" 1 703 0 "B" "20" 0 0 0 239 "D" 1 0 0 0 0 0 0 0 0 0 0
"296**9817" 0 49 67 "M" 1 694 0 "B" "20" 0 0 0 203 "I" 0 0 0 0 0 0 0 0 0 0 0
"296145907" 0 44 31 "M" 1 681 0 "B" "20" 0 1 2 739 "O" 1 0 0 0 0 0 0 0 0 0 0
"297438353" 0 31 39 "M" 0 705 0 "B" "20" 0 0 0 69 "D" 0 0 0 0 0 0 0 0 0 0 0
"297466345" 0 51 57 "F" 0 637 0 "B" "20" 0 0 0 235 "O" 1 0 0 0 0 0 0 0 0 0 0
"297545821" 0 30 25 "M" 1 663 1 "B" "20" 0 0 0 168 "R" 1 0 0 0 0 0 0 0 0 0 0
"297960605" 1 26 38 "F" 0 687 0 "B" "20" 0 0 0 231 "P" 1 0 0 0 0 39 72 19 56 0 186
"299409660" 0 46 43 "F" 1 712 0 "B" "20" 0 0 2 438 "R" 0 0 0 0 0 0 0 0 0 0 0
"300626652" 0 36 57 "M" 0 710 0 "B" "20" 0 0 0 216 "D" 1 0 0 0 0 0 0 0 0 0 0
"300846372" 0 39 32 "M" 0 755 0 "B" "20" 0 0 0 221 "P" 1 0 0 0 0 0 0 0 0 0 0
"300859458" 0 40 32 "F" 1 726 0 "B" "20" 0 1 2 415 "U" 1 1 0 0 0 0 0 0 0 0 0
"301014481" 0 35 69 "M" 1 627 0 "B" "20" 0 0 0 122 "D" 0 0 0 0 0 0 0 0 0 0 0
"301626050" 0 45 55 "F" 1 682 0 "B" "20" 0 1 1 210 "P" 1 0 0 0 0 0 0 0 0 0 0
"302094265" 0 50 54 "M" 1 627 0 "B" "20" 0 0 0 61 "D" 0 0 0 0 0 0 0 0 0 0 0
"303144776" 0 32 42 "F" 0 671 0 "B" "20" 1 1 1 364 "O" 1 0 0 0 0 0 0 0 0 0 0
"303220579" 0 34 25 "M" 0 692 0 "B" "20" 0 1 1 320 "O" 0 0 0 0 0 0 0 0 0 0 0
"303360743" 0 48 42 "M" 0 661 1 "B" "20" 0 0 0 228 "D" 1 0 0 0 0 0 0 0 0 0 0
"303436150" 0 69 31 "F" 1 667 0 "B" "20" 0 0 0 103 "O" 0 0 0 0 0 0 0 0 0 0 0
"305069298" 0 51 36 "F" 1 705 1 "B" "20" 0 0 0 160 "U" 1 0 0 0 0 0 0 0 0 0 0
"305893094" 0 32 57 "M" 0 765 0 "B" "20" 0 1 1 468 "C" 0 0 0 0 0 0 0 0 0 0 0
"306494819" 0 49 35 "M" 0 710 0 "B" "20" 0 0 0 90 "D" 0 0 0 0 0 0 0 0 0 0 0
"306535268" 0 51 68 "M" 1 729 0 "B" "20" 0 0 0 239 "U" 0 0 0 0 0 0 0 0 0 0 0
"308131443" 1 24 29 "F" 0 700 0 "B" "20" 0 0 0 254 "P" 1 0 0 0 0 32 62 15 41 0 150
"309966017" 0 47 28 "F" 1 717 0 "B" "20" 0 0 0 170 "O" 0 0 0 0 0 0 0 0 0 0 0
"310884411" 1 53 55 "M" 1 693 0 "B" "20" 0 0 0 121 "C" 0 0 0 0 24 0 0 0 52 0 76
"311156815" 0 35 42 "F" 0 650 1 "B" "20" 1 1 2 320 "D" 0 0 0 0 0 0 0 0 0 0 0
"311436251" 0 50 39 "M" 1 676 0 "B" "20" 1 1 1 328 "D" 0 1 0 0 0 0 0 0 0 0 0
"311586785" 0 NA NA "" NA 728 NA "B" "20" 0 0 0 125 "C" 0 0 0 0 0 0 0 0 0 0 0
"311588667" 0 47 34 "M" 0 676 0 "B" "20" 0 0 0 497 "O" 0 0 0 0 0 0 0 0 0 0 0
"311692301" 0 37 36 "F" 0 718 0 "B" "20" 0 0 0 216 "O" 1 0 0 0 0 0 0 0 0 0 0
"312493243" 1 55 71 "M" 1 656 1 "B" "20" 0 0 1 226 "U" 1 0 0 0 8 0 0 0 17 0 25
"314335783" 0 44 49 "M" 1 668 0 "B" "20" 0 0 2 672 "O" 0 0 0 0 0 0 0 0 0 0 0
"315081780" 0 46 49 "M" 1 691 1 "B" "20" 0 0 0 74 "O" 1 0 0 0 0 0 0 0 0 0 0
"315128731" 0 53 67 "F" 1 685 0 "B" "20" 0 0 0 206 "D" 0 0 0 0 0 0 0 0 0 0 0
"315503298" 0 56 67 "M" 0 696 0 "B" "20" 0 0 0 239 "P" 0 0 0 0 0 0 0 0 0 0 0
"315858929" 0 47 72 "M" 1 704 0 "B" "20" 1 1 1 213 "U" 1 0 0 0 0 0 0 0 0 0 0
"315869306" 0 57 35 "M" 0 705 0 "B" "20" 0 0 0 167 "R" 0 0 0 0 0 0 0 0 0 0 0
"316095241" 0 41 39 "F" 1 719 1 "B" "20" 1 1 2 583 "O" 0 0 0 0 0 0 0 0 0 0 0
"316867875" 0 41 49 "F" 1 718 0 "B" "20" 0 0 1 302 "" 0 0 0 0 0 0 0 0 0 0 0
"317102375" 0 25 42 "F" 1 624 0 "B" "20" 0 0 0 82 "C" 0 0 0 0 0 0 0 0 0 0 0
"318996690" 0 38 58 "M" 0 704 0 "B" "20" 0 0 0 117 "D" 0 1 0 0 0 0 0 0 0 0 0
"319662444" 0 52 61 "M" 1 676 0 "B" "20" 1 1 1 512 "C" 0 0 0 0 0 0 0 0 0 0 0
"320719342" 1 47 28 "M" 1 702 0 "B" "20" 1 1 1 255 "D" 0 0 0 0 0 0 0 0 58 0 58
"322143079" 0 58 44 "F" 0 691 1 "B" "20" 0 0 0 189 "C" 0 0 0 0 0 0 0 0 0 0 0
"322441617" 0 32 47 "F" 0 701 1 "B" "20" 0 0 1 478 "C" 0 1 0 0 0 0 0 0 0 0 0
"323221813" 0 52 51 "F" 1 702 0 "B" "20" 0 0 0 190 "P" 0 0 0 0 0 0 0 0 0 0 0
"323889620" 0 66 28 "F" 0 707 1 "B" "20" 0 0 0 259 "D" 0 0 0 0 0 0 0 0 0 0 0
"324014019" 0 31 62 "M" 0 742 1 "B" "20" 0 0 0 87 "O" 0 0 0 0 0 0 0 0 0 0 0
"324924771" 0 35 54 "F" 0 675 0 "B" "20" 0 0 0 138 "P" 0 0 0 0 0 0 0 0 0 0 0
"326199542" 0 49 31 "F" 1 715 0 "B" "20" 0 0 0 194 "U" 0 0 0 0 0 0 0 0 0 0 0
"326769568" 0 51 33 "F" 1 703 1 "B" "20" 0 0 0 175 "U" 0 0 0 0 0 0 0 0 0 0 0
"326949457" 0 67 22 "F" 1 703 1 "B" "20" 0 0 0 445 "O" 0 0 0 0 0 0 0 0 0 0 0
"327680199" 0 44 37 "M" 1 704 0 "B" "20" 0 0 0 125 "C" 0 0 0 0 0 0 0 0 0 0 0
"327719339" 0 25 39 "F" 0 654 0 "B" "20" 0 1 2 653 "O" 0 0 0 0 0 0 0 0 0 0 0
"327778834" 0 54 68 "F" 0 687 1 "B" "20" 0 0 0 233 "U" 0 0 0 0 0 0 0 0 0 0 0
"328257784" 0 31 65 "F" 0 680 0 "B" "20" 0 0 0 201 "P" 0 1 0 0 0 0 0 0 0 0 0
"328392180" 0 34 57 "M" 1 718 0 "B" "20" 0 1 1 247 "C" 0 0 0 0 0 0 0 0 0 0 0
"329526914" 0 42 34 "F" 0 699 1 "B" "20" 0 0 0 175 "R" 1 0 0 0 0 0 0 0 0 0 0
"331178178" 0 28 19 "F" 1 704 0 "B" "20" 0 0 0 63 "C" 0 0 0 0 0 0 0 0 0 0 0
"331263303" 0 52 55 "M" 1 736 0 "B" "20" 0 0 0 218 "" 0 0 0 0 0 0 0 0 0 0 0
"331452220" 0 40 68 "F" 1 710 0 "B" "20" 0 0 0 114 "" 0 0 0 0 0 0 0 0 0 0 0
"331817808" 0 38 59 "M" 0 760 0 "B" "20" 0 0 0 147 "O" 0 0 0 0 0 0 0 0 0 0 0
"332263681" 0 24 55 "M" 0 670 1 "B" "20" 0 0 0 146 "R" 1 1 0 0 0 0 0 0 0 0 0
"332511396" 0 42 16 "M" 0 686 0 "B" "20" 0 0 0 118 "O" 0 0 0 0 0 0 0 0 0 0 0
"333239226" 0 65 70 "M" 0 675 0 "B" "20" 0 0 0 103 "R" 1 0 0 0 0 0 0 0 0 0 0
"333599191" 0 61 41 "F" 1 625 0 "B" "20" 1 1 1 292 "" 0 0 1 0 0 0 0 0 0 0 0
"333950676" 0 70 35 "M" 1 670 1 "B" "20" 0 0 0 458 "O" 0 0 0 0 0 0 0 0 0 0 0
"334691876" 0 29 34 "M" 0 696 0 "B" "20" 0 0 0 200 "P" 1 0 0 0 0 0 0 0 0 0 0
"335130476" 0 35 55 "M" 0 726 0 "B" "20" 1 1 1 363 "O" 1 0 0 0 0 0 0 0 0 0 0
"335679130" 0 36 56 "M" 1 717 0 "B" "20" 0 0 0 205 "O" 0 0 0 0 0 0 0 0 0 0 0
"335955066" 1 32 31 "M" 0 729 1 "B" "20" 0 0 0 160 "P" 0 0 0 0 0 0 0 0 14 0 14
"336329930" 0 44 39 "M" 1 704 0 "B" "20" 0 0 0 246 "C" 1 0 0 0 0 0 0 0 0 0 0
"338292270" 0 NA NA "" NA 713 NA "B" "20" 0 0 0 111 "U" 0 0 0 0 0 0 0 0 0 0 0
"338928994" 0 65 52 "M" 1 619 0 "B" "20" 0 0 1 396 "R" 0 0 0 0 0 0 0 0 0 0 0
"339035886" 1 37 53 "F" 1 646 0 "B" "20" 0 0 0 83 "C" 0 0 0 0 12 0 0 0 27 0 39
"340276602" 0 57 35 "F" 1 694 0 "B" "20" 0 0 0 81 "R" 1 0 0 0 0 0 0 0 0 0 0
"341418575" 0 34 43 "M" 0 700 1 "B" "20" 0 0 1 517 "P" 0 0 0 0 0 0 0 0 0 0 0
"341590631" 0 37 46 "M" 0 662 0 "B" "20" 0 0 0 127 "O" 1 0 0 0 0 0 0 0 0 0 0
"342082357" 0 41 37 "M" 1 684 1 "B" "20" 1 1 1 541 "C" 0 0 0 0 0 0 0 0 0 0 0
"342696815" 0 35 62 "M" 0 643 0 "B" "20" 1 1 1 427 "U" 0 0 0 0 0 0 0 0 0 0 0
"343411260" 0 41 59 "F" 1 690 0 "B" "20" 0 0 1 409 "U" 0 0 0 0 0 0 0 0 0 0 0
"344819110" 0 52 17 "F" 1 708 1 "B" "20" 1 1 1 423 "O" 0 0 0 0 0 0 0 0 0 0 0
"345760505" 0 27 44 "M" 0 685 1 "B" "20" 1 1 2 231 "O" 1 0 0 0 0 0 0 0 0 0 0
"345894993" 0 44 72 "F" 1 700 0 "B" "20" 0 0 0 201 "U" 0 0 0 0 0 0 0 0 0 0 0
"346586950" 0 45 57 "F" 1 657 0 "B" "20" 1 1 1 508 "P" 0 0 0 0 0 0 0 0 0 0 0
"346728337" 0 40 31 "M" 0 649 1 "B" "20" 0 0 0 99 "P" 0 0 0 0 0 0 0 0 0 0 0
"347522473" 0 48 43 "F" 1 726 1 "B" "20" 0 1 1 130 "O" 1 0 0 0 0 0 0 0 0 0 0
"347561626" 0 41 75 "M" 1 711 0 "B" "20" 0 0 0 116 "O" 0 0 0 0 0 0 0 0 0 0 0
"348239701" 0 46 47 "F" 0 692 1 "B" "20" 0 0 0 391 "O" 0 0 0 0 0 0 0 0 0 0 0
"348743514" 0 41 68 "M" 1 683 0 "B" "20" 0 0 0 134 "D" 0 0 0 0 0 0 0 0 0 0 0
"348866205" 0 34 53 "M" 0 746 0 "B" "20" 0 0 0 71 "I" 0 0 0 0 0 0 0 0 0 0 0
"348901409" 0 32 55 "M" 0 722 0 "B" "20" 0 0 0 195 "O" 0 0 0 0 0 0 0 0 0 0 0
"349681768" 0 35 68 "F" 0 711 0 "B" "20" 0 0 0 106 "D" 0 0 0 0 0 0 0 0 0 0 0
"349801705" 0 72 50 "M" 0 692 0 "B" "20" 0 0 1 270 "O" 0 0 0 0 0 0 0 0 0 0 0
"350**1053" 0 42 29 "F" 0 656 0 "B" "20" 0 0 0 177 "O" 1 1 0 0 0 0 0 0 0 0 0
"350559955" 0 46 37 "M" 1 714 0 "B" "20" 0 0 0 60 "D" 1 0 0 0 0 0 0 0 0 0 0
"350939989" 0 34 58 "M" 0 741 0 "B" "20" 0 0 0 229 "U" 0 0 0 0 0 0 0 0 0 0 0
"351965303" 0 57 20 "F" 1 719 0 "B" "20" 0 0 0 213 "P" 1 0 0 0 0 0 0 0 0 0 0
"352090043" 0 67 63 "F" 0 740 0 "B" "20" 0 1 1 153 "P" 0 0 0 0 0 0 0 0 0 0 0
"352142031" 0 41 64 "F" 1 674 0 "B" "20" 0 0 0 251 "C" 1 0 0 0 0 0 0 0 0 0 0
"352580445" 0 47 50 "F" 1 720 0 "B" "20" 0 0 1 350 "R" 1 0 0 0 0 0 0 0 0 0 0
"352745363" 0 56 60 "M" 0 697 0 "B" "20" 0 0 0 365 "U" 1 0 0 0 0 0 0 0 0 0 0
"352819071" 0 54 57 "F" 1 685 0 "B" "20" 0 1 1 210 "U" 0 0 0 0 0 0 0 0 0 0 0
"353675020" 0 37 55 "F" 0 702 0 "B" "20" 0 0 1 368 "P" 0 0 0 0 0 0 0 0 0 0 0
"353938702" 0 34 39 "F" 0 700 0 "B" "20" 0 0 0 125 "P" 1 0 0 0 0 0 0 0 0 0 0
"354115276" 1 50 55 "M" 1 710 0 "B" "20" 0 0 0 94 "P" 0 0 0 0 11 0 0 0 24 0 35
"355917653" 0 40 71 "M" 1 687 0 "B" "20" 0 1 2 261 "" 0 0 0 0 0 0 0 0 0 0 0
"356507850" 0 51 69 "M" 0 686 0 "B" "20" 0 0 0 371 "O" 0 0 0 0 0 0 0 0 0 0 0
"358491812" 0 59 70 "M" 1 727 0 "B" "20" 0 0 0 139 "D" 0 0 0 0 0 0 0 0 0 0 0
"358870987" 0 27 61 "F" 0 707 0 "B" "20" 1 1 2 291 "R" 1 0 0 0 0 0 0 0 0 0 0
"359720408" 0 38 30 "F" 0 684 0 "B" "20" 0 0 0 79 "U" 0 0 0 0 0 0 0 0 0 0 0
"360167797" 0 42 51 "M" 1 715 1 "B" "20" 0 0 0 204 "D" 0 0 0 0 0 0 0 0 0 0 0
"361272000" 0 21 43 "F" 0 707 1 "B" "20" 0 0 0 91 "D" 1 0 0 0 0 0 0 0 0 0 0
"361394626" 0 57 70 "M" 1 593 0 "B" "20" 0 1 1 368 "" 0 0 1 0 0 0 0 0 0 0 0
"361682198" 0 46 32 "M" 1 719 0 "B" "20" 0 1 1 327 "C" 0 0 0 0 0 0 0 0 0 0 0
"363386399" 0 32 74 "F" 0 662 0 "B" "20" 0 1 1 215 "U" 0 0 1 0 0 0 0 0 0 0 0
"363389924" 0 49 58 "F" 1 744 0 "B" "20" 0 0 1 203 "O" 0 0 0 0 0 0 0 0 0 0 0
"363880281" 0 48 76 "M" 1 759 0 "B" "20" 0 0 0 241 "U" 0 0 0 0 0 0 0 0 0 0 0
"365405166" 0 49 65 "M" 1 698 0 "B" "20" 0 0 1 431 "U" 1 0 0 0 0 0 0 0 0 0 0
"365464050" 0 38 42 "F" 0 691 0 "B" "20" 0 1 1 284 "C" 0 0 0 0 0 0 0 0 0 0 0
"365893729" 0 33 27 "F" 0 677 0 "B" "20" 0 1 1 308 "C" 0 1 0 0 0 0 0 0 0 0 0
"366103696" 0 53 65 "M" 0 733 0 "B" "20" 0 0 0 79 "R" 0 0 0 0 0 0 0 0 0 0 0
"366359221" 0 43 60 "F" 1 729 0 "B" "20" 0 0 0 231 "D" 0 0 0 0 0 0 0 0 0 0 0
"366728899" 0 37 53 "M" 0 681 0 "B" "20" 1 1 1 292 "R" 0 0 0 0 0 0 0 0 0 0 0
"368650815" 0 37 36 "F" 0 675 1 "B" "20" 0 0 1 435 "D" 0 0 0 0 0 0 0 0 0 0 0
"369714715" 0 47 35 "F" 0 697 0 "B" "20" 1 1 1 300 "O" 0 0 0 0 0 0 0 0 0 0 0
"369759977" 0 41 68 "M" 1 662 0 "B" "20" 0 1 1 766 "R" 0 0 0 0 0 0 0 0 0 0 0
"370349658" 0 65 79 "M" 1 746 0 "B" "20" 0 0 0 139 "O" 1 0 0 0 0 0 0 0 0 0 0
"370425293" 0 44 25 "F" 1 695 0 "B" "20" 0 0 0 198 "D" 0 0 0 0 0 0 0 0 0 0 0
"370752008" 0 52 51 "M" 1 711 0 "B" "20" 0 0 0 167 "U" 1 0 0 0 0 0 0 0 0 0 0
"371668071" 0 46 33 "F" 0 697 0 "B" "20" 1 1 1 399 "D" 0 0 0 0 0 0 0 0 0 0 0
"372561339" 0 37 65 "M" 0 665 0 "B" "20" 0 1 1 308 "O" 1 0 0 0 0 0 0 0 0 0 0
"373325849" 0 54 49 "F" 0 692 1 "B" "20" 0 0 0 62 "R" 0 1 0 0 0 0 0 0 0 0 0
"373860097" 0 52 75 "M" 1 749 0 "B" "20" 0 0 0 99 "O" 1 0 0 0 0 0 0 0 0 0 0
"374289672" 0 36 48 "M" 1 721 1 "B" "20" 0 1 2 739 "O" 0 1 0 0 0 0 0 0 0 0 0
"374318581" 0 NA NA "" NA 671 NA "B" "20" 0 0 0 121 "U" 1 0 0 0 0 0 0 0 0 0 0
"375383700" 0 58 16 "M" 1 750 0 "B" "20" 0 0 0 81 "O" 0 0 0 0 0 0 0 0 0 0 0
"376038185" 1 32 29 "F" 0 709 0 "B" "20" 0 0 0 137 "" 0 1 0 0 0 11 20 0 15 0 46
"376928772" 0 44 60 "F" 1 736 1 "B" "20" 1 1 1 203 "U" 0 0 0 0 0 0 0 0 0 0 0
"376972173" 0 NA NA "" NA 688 NA "B" "20" 0 0 0 370 "O" 0 0 0 0 0 0 0 0 0 0 0
"377027327" 0 57 44 "M" 0 690 0 "B" "20" 0 0 0 197 "U" 0 0 0 0 0 0 0 0 0 0 0
"377317180" 0 45 59 "M" 1 703 1 "B" "20" 0 0 0 175 "P" 1 0 0 0 0 0 0 0 0 0 0
"377520751" 0 56 29 "M" 1 731 0 "B" "20" 1 1 1 146 "O" 0 0 0 0 0 0 0 0 0 0 0
"378477067" 0 50 16 "F" 1 656 0 "B" "20" 0 0 0 123 "" 0 1 0 0 0 0 0 0 0 0 0
